name,pct,medPct,relPct,city,BEDS,enrollment
JOHN QUINCY ADAMS ELEMENTARY SCHOOL,99.1,0.2,0.2,DEER PARK,580107030004,530
DEER PARK HIGH SCHOOL,99.6,0,0.1,DEER PARK,580107030007,1363
JOHN F KENNEDY INTERMEDIATE SCHOOL,99.1,0.2,0.1,DEER PARK,580107030008,874
ROBERT FROST JUNIOR HIGH SCHOOL,100,0,0,DEER PARK,580107030009,1015
SS CYRIL & METHODIUS SCHOOL,98.3,0.6,1.1,DEER PARK,580107175569,
ASCENT,100,0,0,DEER PARK,580107999915,
LA  FRANCIS HARDEMAN ELEMENTARY SCHOOL,93.8,0,0,WYANDANCH,580109020001,505
WYANDANCH MEMORIAL H S,98.5,0,0,WYANDANCH,580109020003,504
MILTON L OLIVE MIDDLE SCHOOL,100,0,0,WYANDANCH,580109020004,454
MLK ELEMENTARY SCHOOL,96.4,0,0,WYANDANCH,580109020006,757
ARROWHEAD SCHOOL,96.5,0,2.2,EAST SETAUKET,580201060003,630
NASSAKEAG SCHOOL,97.9,0.4,1.4,SETAUKET,580201060004,568
WARD MELVILLE HS,98.6,0.9,0.6,EAST SETAUKET,580201060005,1844
WILLIAM SIDNEY MOUNT SCHOOL,97.3,0.4,1.5,STONY BROOK,580201060006,675
SETAUKET SCHOOL,97.7,0.1,2.1,SETAUKET,580201060007,710
MINNESAUKE SCHOOL,96.8,0,1.5,SETAUKET,580201060008,684
PAUL J GELINAS J H S,97.2,0.5,2.2,SETAUKET,580201060009,923
ROBERT CUSHMAN MURPHY J H S,99.2,0.1,0.7,STONY BROOK,580201060010,899
STONY BROOK SCHOOL (THE),99.4,0,0.6,STONYBROOK,580201996687,
NORTH SHORE MONTESSORI SCHOOL,100,0,0,STONY BROOK,580201997962,
LAUREL HILL SCHOOL,99,0,1,E SETAUKET,580201998125,
TERRYVILLE ROAD SCHOOL,98.9,0,0.9,PORT JEFFERSON STA,580203020001,463
NORWOOD AVENUE SCHOOL,98.5,0.3,0,PT JEFFERSON STA,580203020002,427
JOHN F KENNEDY J H S,99.3,0,0.6,PT JEFFERSON STA,580203020004,859
CLINTON AVENUE SCHOOL,97.3,0,0.6,PT JEFFERSON STA,580203020005,522
BOYLE ROAD ELEM SCHOOL,98.7,0.3,1.1,PT JEFFERSON STA,580203020007,374
COMSEWOGUE S H S,99.3,0.1,0.3,PT JEFFERSON STA,580203020008,1196
NORTH SHORE CHRISTIAN SCHOOL,88.9,0,1.9,PT JEFFERSON STA,580203808120,
GATELOT AVENUE SCHOOL,99.3,0.2,0.2,LAKE RONKONKOMA,580205060001,571
GRUNDY AVENUE SCHOOL,98.7,0,1,HOLBROOK,580205060002,482
HIAWATHA SCHOOL,99.8,0,0.2,LAKE RONKONKOMA,580205060003,470
LYNWOOD AVENUE SCHOOL,99.2,0.4,0.4,FARMINGVILLE,580205060004,490
NOKOMIS SCHOOL,99.6,0,0,HOLBROOK,580205060005,499
WAVERLY AVENUE SCHOOL,98.2,0.5,1.2,HOLTSVILLE,580205060006,560
SAGAMORE J H S,99.5,0.1,0,HOLTSVILLE,580205060007,816
SENECA J H S,99.2,0,0.8,HOLBROOK,580205060011,771
WENONAH SCHOOL,100,0,0,LAKE GROVE,580205060012,489
CAYUGA SCHOOL,98.9,0.2,0.8,LAKE GROVE,580205060013,529
MERRIMAC SCHOOL,99.3,0.2,0.5,HOLBROOK,580205060014,449
CHIPPEWA ELEM SCHOOL,99.8,0,0,HOLTSVILLE,580205060015,474
TECUMSEH ELEM SCHOOL,99.5,0,0.2,FARMINGVILLE,580205060017,419
TAMARAC ELEM SCHOOL,99.3,0.2,0.5,HOLTSVILLE,580205060018,564
SACHEM HS NORTH,99.6,0.2,0.2,LAKE RONKONKOMA,580205060019,2304
SACHEM HIGH SCHOOL EAST,99.4,0.3,0.3,FARMINGVILLE,580205060020,2356
SEQUOYA MS,99.7,0.1,0.2,HOLTSVILLE,580205060021,871
SAMOSET MIDDLE SCHOOL,100,0,0,HOLBROOK,580205060022,907
ST JOSEPH SCHOOL,96.6,0.6,2.9,LAKE RONKONKOMA,580205175591,
MAIMONIDES DAY SCH,81.8,0,0,LAKE GROVE,580205229255,
LONG ISLAND BAPTIST ACADEMY,15.8,0,52.6,HOLTSVILLE,580205855676,
OUR LADY OF GOOD SUCCESSES,50,0,20.8,FARMINGVILLE,580205995964,
PORT JEFFERSON MS,99.7,0,0.4,PORT JEFFERSON,580206020002,281
E L VANDERMEULEN H S,99.2,0,0.3,PORT JEFFERSON,580206020003,389
PORT JEFFERSON ELEM SCHOOL,96.9,1.4,1.6,PORT JEFFERSON,580206020004,527
MARYHAVEN CENTER OF HOPE,100,0,0,PORT JEFFERSON,580206175613,
OUR LADY OF WISDOM REGIONAL,94.6,2.7,2.7,PORT JEFFERSON,580206176689,
MOUNT SINAI SCHOOL,99.3,0,0.5,MOUNT SINAI,580207020001,826
THE LEARNING EXPERIENCE,81.6,0,0,MOUNT SINAI,580207995958,
NORTH COUNTRY ROAD MIDDLE SCHOOL,98.5,0.5,0.9,MILLER PLACE,580208020001,652
ANDREW MULLER PRIMARY SCHOOL,97.2,0.2,1.7,MILLER PLACE,580208020002,582
MILLER PLACE H S,98.8,0.5,0.5,MILLER PLACE,580208020003,946
LADDIE A DECKER SOUND BEACH SCHOOL,98.7,0.5,0.9,MILLER PLACE,580208020004,658
JOSEPH A EDGAR ELEM SCHOOL,98.9,0.3,0.7,ROCKY POINT,580209020001,746
ROCKY POINT HIGH SCHOOL,99.1,0.3,0.5,ROCKY POINT,580209020002,1064
FRANK J CARASITI ELEM SCHOOL,96.8,0.3,0.9,ROCKY POINT,580209020003,691
ROCKY POINT MIDDLE SCHOOL,99.1,0.4,0.5,ROCKY POINT,580209020004,771
HAWKINS PATH SCHOOL,98.5,0,1.1,SELDEN,580211060002,275
HOLBROOK ROAD SCHOOL,99.4,0,0.6,CENTEREACH,580211060003,353
NORTH COLEMAN ROAD SCHOOL,98.8,0.6,0.6,CENTEREACH,580211060004,335
OXHEAD ROAD SCHOOL,98.6,0,0.9,CENTEREACH,580211060005,438
BICYCLE PATH ELEMENTARY SCHOOL,93.3,0.3,1.8,SELDEN,580211060006,508
EUGENE AVER MEMORIAL,99,0,1,LAKE GROVE,580211060007,391
DAWNWOOD J H S,99.2,0.1,0.3,CENTEREACH,580211060009,1175
NEWFIELD S H S,99,0.2,0.4,SELDEN,580211060010,1637
SELDEN MIDDLE SCHOOL,33,0.2,0.3,CENTEREACH,580211060011,1145
STAGE COACH SCHOOL,99.3,0,0.7,SELDEN,580211060014,413
JERICHO ELEM SCHOOL,98.2,0,0.9,CENTEREACH,580211060015,434
CENTEREACH H S,99.4,0,0.1,CENTEREACH,580211060016,1586
NEW LANE MEMORIAL ELEM SCHOOL,99.6,0.2,0.1,SELDEN,580211060017,946
UNITY DRIVE LRNG CENTER,95.4,0,0.6,CENTEREACH,580211060018,633
OUR SAVIOR NEW AMERICAN SCHOOL,96.6,0,1.7,CENTEREACH,580211319411,
C E WALTERS SCHOOL,97.4,0.6,0.5,YAPHANK,580212060001,844
CORAM ELEM SCHOOL,99,0,0.6,CORAM,580212060002,1106
RIDGE ELEM SCHOOL,98.6,0.5,0.9,RIDGE,580212060003,777
WEST MIDDLE ISLAND SCHOOL,97.5,0,1.4,MIDDLE ISLAND,580212060004,866
LONGWOOD H S,99.5,0,0.3,MIDDLE ISLAND,580212060005,2705
MIDDLE SCHOOL,97.9,0.2,0.4,MIDDLE ISLAND,580212060006,1340
LONGWOOD JHS,99.1,0.1,0.7,MIDDLE ISLAND,580212060007,1367
BARTON AVENUE SCHOOL,99.1,0.2,0.4,PATCHOGUE,580224030001,551
TREMONT AVENUE SCHOOL,98.9,0,0.6,MEDFORD STA,580224030002,522
BAY AVENUE SCHOOL,100,0,0,PATCHOGUE,580224030003,373
MEDFORD AVENUE SCHOOL,98.7,0.2,0,PATCHOGUE,580224030004,600
RIVER AVENUE SCHOOL,98.9,0,0.6,PATCHOGUE,580224030005,353
OREGON AVENUE MIDDLE SCHOOL,99.1,0.2,0,MEDFORD,580224030006,560
SO OCEAN AVE MID SCH,98.9,0,0.4,PATCHOGUE,580224030007,474
PATCHOGUEMEDFORD H S,99.1,0,0.2,MEDFORD,580224030008,2590
EAGLE DRIVE ELEM SCHOOL,99.2,0.3,0.3,MEDFORD,580224030009,591
CANAAN ELEM SCHOOL,98.8,0.2,0.4,PATCHOGUE,580224030010,519
SAXTON STREET MIDDLE SCHOOL,98.6,0.4,0.4,PATCHOGUE,580224030011,721
HOLY ANGELS REGIONAL SCHOOL,98.5,0,1.1,PATCHOGUE,580224175573,
EMANUEL LUTHERAN CHURCH SCHOOL,96.9,3.1,0,PATCHOGUE,580224315780,
SAPPO SCHOOL,91.8,0,0,MEDFORD,580224999731,
DEVELOPMENTAL DISABILITIES INSTITUTE,66.7,0,33.3,MEDFORD,580224999732,
WILLIAM FLOYD HS,99,0.3,0.3,MASTIC BEACH,580232030002,2759
WILLIAM FLOYD ELEM SCHOOL,99.4,0.1,0.5,SHIRLEY,580232030004,763
TANGIER SMITH SCHOOL,98.7,0.5,0.6,MASTIC BEACH,580232030005,777
MORICHES ELEM SCHOOL,99,0,0.8,MORICHES,580232030006,913
JOHN S HOBART ELEM SCHOOL,99.6,0,0.4,SHIRLEY,580232030008,818
WILLIAM FLOYD MIDDLE SCHOOL,98.8,0.2,0.5,MORICHES,580232030010,1065
NATHANIEL WOODHULL ELEMENTARY SCHOOL,98.7,0.1,0.8,SHIRLEY,580232030011,745
WILLIAM PACA MIDDLE SCHOOL,99.5,0.1,0.3,MASTIC BEACH,580232030012,954
CENTER MORICHES JSHS,99,0.2,0.5,CTR MORICHES,580233020001,602
CLAYTON HUEY ELEMENTARY SCHOOL,98.3,0,1.3,CTR MORICHES,580233020003,698
OUR LADY QUEEN OF APOSTLES,98.9,0,1.2,CENTER MORICHES,580233175585,
LEONARD E BURKET CHRISTIAN SCHOOL,93.9,0,6.1,CENTER MORICHES,580233808755,
EAST MORICHES SCHOOL,98.8,0.1,0.7,EAST MORICHES,580234020001,345
KREAMER STREET ELEM SCHOOL,98.5,0.2,0.5,BELLPORT,580235060002,406
BROOKHAVEN ELEM SCHOOL,98.3,1,0.4,BROOKHAVEN,580235060003,687
BELLPORT MIDDLE SCHOOL,99,0.3,0.4,BELLPORT,580235060004,975
FRANK P. LONG INTERMEDIATE SCHOOL,98.7,0,1.2,BELLPORT,580235060005,698
BELLPORT SHS,99.6,0.2,0.2,BROOKHAVEN,580235060006,1376
VERNE W CRITZ ELEM SCHOOL,97.7,0.5,1.3,E PATCHOGUE,580235060007,393
VICTORY CHRISTIAN ACAD,100,0,0,EAST PATCHOGUE,580235809581,
JOHN M MARSHALL ELEM SCHOOL,98.7,0.5,0.2,EAST HAMPTON,580301020001,618
EAST HAMPTON H S,98.8,0,0.2,EAST HAMPTON,580301020002,869
EAST HAMPTON MIDDLE SCHOOL,96.8,0,1.3,EAST HAMPTON,580301020003,372
ROSS SCHOOL,86.3,0.3,1.4,EAST HAMPTON,580301999478,
WAINSCOTT COMMON SCHOOL,100,0,0,WAINSCOTT,580302080001,15
CDCH CHARTER SCHOOL,95,0,2.5,WAINSCOTT,580302860027,78
AMAGANSETT ELEM SCHOOL,95.8,0,4.2,AMAGANSETT,580303020001,108
SPRING SCH,98.1,0.4,1,E HAMPTON,580304020001,722
SAG HARBOR ELEM SCHOOL,94.3,0.2,3.1,SAG HARBOR,580305020001,519
PIERSON H S,97.5,0.2,2.4,SAG HARBOR,580305020004,540
MONTAUK SCHOOL,96.9,0,1.6,MONTAUK,580306020001,359
JAMES H BOYD / CUBA HILL ELEMENTARY,97.9,0,1.6,HUNTINGTON,580401020001,565
JOHN H GLENN HS,99.4,0.1,0.4,EAST NORTHPORT,580401020003,819
HARLEY AVE ELEM SCHOOL,98,0,2,EAST NORTHPORT,580401020004,447
ELWOOD MIDDLE SCHOOL,98.6,0.5,0.7,EAST NORTHPORT,580401020005,575
LLOYD HARBOR SCHOOL,98.2,0.5,1.1,HUNTINGTON,580402060002,443
WEST SIDE SCHOOL,97.6,0,2.4,SYOSSET,580402060003,249
COLD SPRING HARBOR H S,82,0.1,0.1,COLD SPRING HARBOR,580402060004,1000
GOOSEHILL PRIMARY CTR,96.1,1.1,2.8,COLD SPRING HARBOR,580402060005,181
SOUTHDOWN PRIMARY SCHOOL,97.6,0.2,1.2,HUNTINGTON,580403030002,415
FLOWER HILL PRIMARY SCHOOL,96.6,0,1,HUNTINGTON,580403030004,414
JEFFERSON PRIMARY SCHOOL,97.5,0,0,HUNTINGTON,580403030005,376
WASHINGTON PRIMARY SCHOOL,99.8,0,0,HUNTINGTON STATION,580403030009,437
JACK ABRAMS STEM MAGNET SCHOOL,98.6,1.4,0,HUNTINGTON STATION,580403030010,148
HUNTINGTON H S,98.3,0.2,0.6,HUNTINGTON,580403030013,1274
FINLEY MIDDLE SCHOOL,97.4,0.4,0.4,HUNTINGTON,580403030014,684
WOODHULL INTERMEDIATE SCHOOL,98.1,0.2,0.3,HUNTINGTON,580403030017,625
ST PATRICK SCHOOL,99.4,0.2,0.3,HUNTINGTON,580403175631,
HUNTINGTON MONTESORINORTHSHORE LEARNING INC.,69,0,0,HUNTINGTON STATION,580403995755,
WEST HILLS MONTESSORI SCHOOL,96.3,0,3.7,HUNTINGTON,580403996047,
"RAINBOW CHIMES, INC. AT BROADWAYGREENLAWN",100,0,0,HUNTINGTON,580403996048,
DICKINSON AVENUE ELEM SCHOOL,97.9,0,1.8,E NORTHPORT,580404030001,378
FIFTH AVENUE ELEM SCHOOL,98.8,0.5,0.7,E NORTHPORT,580404030002,406
NORWOOD AVENUE SCHOOL,97.9,0.3,0.8,NORTHPORT,580404030004,385
OCEAN AVENUE SCHOOL,96.8,0,2.4,NORTHPORT,580404030005,372
PULASKI ROAD SCHOOL,97.9,0.8,0.8,E NORTHPORT,580404030006,381
EAST NORTHPORT MS,98.1,0.1,1.8,E NORTHPORT,580404030007,728
NORTHPORT MS,95.7,0.3,1.2,NORTHPORT,580404030008,804
NORTHPORT S H S,98.7,0.3,0.9,NORTHPORT,580404030009,2030
BELLEROSE ELEM SCHOOL,98.8,0,1.2,E NORTHPORT,580404030011,407
TRINITY REG SCH  E NORTHPORT,98.2,0.3,1,E NORTHPORT,580404179346,
LONG ISLAND LUTHERAN DAY SCHOOL @ ST. PAUL'S,91.6,0,3.2,EAST NORTHPORT,580404308620,
OTSEGO ELEM SCHOOL,97.9,0.4,1.7,DIX HILLS,580405060001,510
FOREST PARK ELEM SCHOOL,98.6,0,1.4,DIX HILLS,580405060002,485
SUNQUAM ELEMENTARY SCHOOL,98.6,0.6,0.6,MELVILLE,580405060003,491
CANDLEWOOD J H S,98.5,0.5,1,DIX HILLS,580405060008,981
HALF HOLLOW HILLS H SEAST,96.7,0.5,0.5,DIX HILLS,580405060010,1873
VANDERBILT ELEM SCHOOL,99.3,0,0.7,DIX HILLS,580405060011,452
PAUMANOK ELEM SCHOOL,99.2,0.2,0.5,DIX HILLS,580405060012,587
SIGNAL HILL ELEM SCHOOL,98.9,0,0.9,DIX HILLS,580405060013,572
WEST HOLLOW J H S,98.6,0.3,0.8,MELVILLE,580405060014,1309
CHESTNUT HILL ELEM SCHOOL,98.6,0,1.4,SUFFOLK,580405060015,436
HALF HOLLOW HILLS H SWEST,97.4,0.9,0.8,DIX HILLS,580405060016,1457
MADONNA HGTS SCHOOL FOR GIRLS,83.3,0,0,DIX HILLS,580405175602,
UPPER ROOM CHRISTIAN SCHOOL,95.5,0,0,DIX HILLS,580405808574,
BRENTWOOD RESIDENTIAL CENTER,78.6,0,0,DIX HILLS,580405977995,
ST PIUS V SCHOOL,82.3,0,17.7,MELVILLE,580405998671,
WASHINGTON DRIVE PRIMARY SCHOOL,96.3,0.9,2.4,CENTERPORT,580406060001,652
OLDFIELD J H S,97.6,0.5,1.5,GREENLAWN,580406060005,816
HARBORFIELDS S H S,97.8,0.3,1.6,GREENLAWN,580406060007,1130
THOMAS J LAHEY ELEM SCHOOL,97.4,0.9,1.6,GREENLAWN,580406060009,774
LOVE OF LEARNING MONTESSORI SCHOOL,78.4,0,12.8,CENTERPORT,580406999719,
INDIAN HOLLOW SCHOOL,98.7,0,0.7,COMMACK,580410030005,301
NORTH RIDGE SCHOOL,96.8,1.2,1.5,COMMACK,580410030008,366
WOOD PARK SCHOOL,97.8,0.3,1.3,COMMACK,580410030014,342
COMMACK HIGH SCHOOL,98.7,0.4,0.8,COMMACK,580410030017,2465
ROLLING HILLS PRIMARY SCHOOL,98.7,0,0.9,DIX HILLS,580410030018,231
COMMACK MIDDLE SCHOOL,98.9,0.2,0.9,COMMACK,580410030019,1745
BURR INTERMEDIATE SCHOOL,98.5,0.3,1.2,COMMACK,580410030020,808
MANDRACCHIASAW MILL INTERMEDIATE SCHOOL,98.4,0,1.6,COMMACK,580410030021,708
HOLY FAMILY REG SCHOOL,99.2,0,0,COMMACK,580410175565,
JEWISH ACADEMY OF SUFFOLK COUNTY,95.7,0,2.9,EAST NORTHPORT,580410225024,
UCPSMITHS LANE SCHOOL,100,0,0,COMMACK,580410997795,
NSSAMARTIN BARELL SCHOOL,55,0,5,COMMACK,580410999391,
OAKWOOD PRIMARY CENTER,98.9,0.1,0.7,HUNTINGTON,580413030003,700
SILAS WOOD 6TH GRADE CENTERSTIMSON ANNEX,99.4,0,0.2,HUNTINGTON STATION,580413030005,464
BIRCHWOOD SCHOOL,98.5,0,0.9,HUNTINGTON STATION,580413030008,675
COUNTRYWOOD PRIMARY CENTER,98.3,0.4,0.8,HUNTINGTON STATION,580413030009,718
WALT WHITMAN H S,97.8,0.4,0.8,HUNTINGTON STATION,580413030011,1836
MAPLEWOOD ELEM SCHOOL,99,0,0.8,HUNTINGTON STATION,580413030012,670
HENRY L STIMSON J H S,96.3,0.4,2.2,HUNTINGTON STATION,580413030013,922
ST ANTHONYS H S,98.6,0.2,0.2,S HUNTINGTON,580413175554,
LONG ISLAND SCHOOL FOR THE GIFTED,98.8,0.4,0.8,HUNTINGTON STATION,580413998548,
BROOK AVENUE ELEM SCHOOL,98.3,1.2,0.5,BAY SHORE,580501030001,408
GARDINER MANOR SCHOOL,99.7,0,0.3,BAY SHORE,580501030002,729
MARY G CLARKSON SCHOOL,95.6,0.4,1.7,BAY SHORE,580501030003,712
FIFTH AVENUE SCHOOL,99.2,0,0.5,BAY SHORE,580501030004,392
SOUTH COUNTRY SCHOOL,100,0,0,BAY SHORE,580501030005,595
BAY SHORE S H S,98.9,0,0.5,BAY SHORE,580501030006,1874
BAY SHORE MIDDLE SCHOOL,99.2,0.2,0.2,BAY SHORE,580501030007,1373
ST PATRICK SCHOOL,99.8,0,0,BAY SHORE,580501175629,
BAY SHORE CHRISTIAN SCHOOL,100,0,0,BAY SHORE,580501808982,
HERITAGE CHRISTIAN ACADEMY,100,0,0,BAY SHORE,580501859004,
ISLIP H S,99.3,0,0.3,ISLIP,580502020001,1093
COMMACK ROAD ELEM SCHOOL,98.8,0.8,0.2,ISLIP,580502020002,510
ISLIP MIDDLE SCHOOL,98.4,0,0.7,ISLIP,580502020004,726
SHERWOOD ELEM SCHOOL,99.2,0.5,0.3,ISLIP,580502020005,371
WING ELEMENTARY SCHOOL,98.9,0.3,0.3,ISLIP,580502020006,381
CONNETQUOT ELEM SCHOOL,98.6,0.5,0,ISLIP TERRACE,580503030001,367
JOHN F KENNEDY ELEM SCHOOL,97.6,1.2,0.7,EAST ISLIP,580503030003,410
TIMBER POINT ELEM SCHOOL,95.8,0,0.6,EAST ISLIP,580503030004,505
EAST ISLIP H S,99.6,0.1,0.1,ISLIP TERRACE,580503030006,1419
RUTH C KINNEY ELEM SCHOOL,99.8,0,0.2,ISLIP TERRACE,580503030007,422
EAST ISLIP MIDDLE SCHOOL,99.4,0.2,0.4,ISLIP TERRACE,580503030008,963
ST MARY SCHOOL,94.6,0,1,EAST ISLIP,580503175607,
CHATTERBOX DAY SCHOOL,100,0,0,EAST ISLIP,580503999290,
CHERRY AVENUE ELEM SCHOOL,97.9,0.2,1.9,WEST SAYVILLE,580504030001,420
SUNRISE DRIVE ELEM SCHOOL,97.9,0,2.1,SAYVILLE,580504030003,431
SAYVILLE H S,99.3,0,0.7,WEST SAYVILLE,580504030004,1001
SAYVILLE MIDDLE SCHOOL,98.5,0.1,1.3,SAYVILLE,580504030005,745
LINCOLN AVENUE ELEM SCHOOL,97.8,0.2,1.8,SAYVILLE,580504030006,490
WEST SAYVILLE CHRISTIAN SCHOOL,93.8,1.5,3.1,W SAYVILLE,580504806692,
BLUE POINT ELEM SCHOOL,97.9,0.9,1.3,BLUE POINT,580505020002,233
SYLVAN AVENUE ELEM SCHOOL,99,0.3,0.3,BAYPORT,580505020003,397
BAYPORTBLUE POINT H S,99.1,0.5,0.1,BAYPORT,580505020004,785
ACADEMY ST ELEM SCHOOL,97.6,0,1,BAYPORT,580505020005,426
JAMES WILSON YOUND MS,98.9,0.4,0.7,BAYPORT,580505020006,571
PINES ELEM SCHOOL,94.8,0.5,2.5,SMITHTOWN,580506030003,553
BRETTON WOODS ELEM SCHOOL,90.1,0.3,1.7,HAUPPAUGE,580506030004,667
HAUPPAUGE MIDDLE SCHOOL,98.2,0,1.8,HAUPPAUGE,580506030005,913
HAUPPAUGE H S,98.9,0.4,0.6,HAUPPAUGE,580506030007,1340
FOREST BROOK KNDG CTR,97.1,0,1.7,SMITHTOWN,580506030008,425
"GERSH ACADEMY, INC",100,0,0,MELVILLE,580506995517,
IVY LEAGUE SCHOOL,91.7,0,2.4,SMITHTOWN,580506998127,
DEVELOPMENTAL DISABILITIES INSTITUTESMITHTOWN,91,7,2,SMITHTOWN,580506998128,
HELEN B DUFFIELD ELEMENTARY & ANNEX,99.8,0,0.2,RONKONKOMA,580507060002,428
JOHN PEARL ELEM SCHOOL,99.1,0,0.4,BOHEMIA,580507060003,233
EDITH L SLOCUM ELEM SCHOOL,97.3,0,0.5,RONKONKOMA,580507060004,366
SYCAMORE AVENUE ELEM SCHOOL,98.7,0,0.5,BOHEMIA,580507060005,399
CONNETQUOT H S,99.6,0,0.3,BOHEMIA,580507060006,2038
CHEROKEE STREET ELEM SCHOOL,97.7,0.2,0.7,RONKONKOMA,580507060007,611
IDLE HOUR ELEM SCHOOL,96.7,0.7,1.8,OAKDALE,580507060008,271
EDWARD J BOSTI ELEM SCHOOL,98.8,0,1.2,BOHEMIA,580507060009,346
RONKONKOMA MIDDLE SCHOOL,99.5,0.3,0.1,RONKONKOMA,580507060010,745
OAKDALEBOHEMIA RD MIDDLE SCHOOL,99.1,0.2,0.7,OAKDALE,580507060011,814
DEVELOPMENTAL DISABILITIES INSTITUTE,83.3,0,0,RONKONKOMO,580507995141,
SAUL & ELAINE SEIFF EDUCARE CENTERNYSARC INC,93.5,5.4,1.1,BOHEMIA,580507999853,
BAYVIEW ELEM SCHOOL,98.5,0.9,0.6,WEST ISLIP,580509030001,472
MANETUCK ELEM SCHOOL,98.7,0.7,0.4,WEST ISLIP,580509030004,544
OQUENOCK ELEM SCHOOL,98.4,0,0.2,WEST ISLIP,580509030005,488
PAUL J BELLEW ELEM SCHOOL,97.7,1.3,1,WEST ISLIP,580509030007,488
BEACH STREET MIDDLE SCHOOL,98.6,0.2,0.3,WEST ISLIP,580509030010,580
UDALL ROAD MIDDLE SCHOOL,98.1,1,0.9,WEST ISLIP,580509030011,581
WEST ISLIP SHS,99.1,0.6,0.2,WEST ISLIP,580509030012,1659
OUR LADY OF LOURDES SCHOOL,97,0,1.5,WEST ISLIP,580509175622,
ST JOHNBAPTIST DIOCESAN H S,98.8,0.3,0.4,WEST ISLIP,580509177155,
THE BRIDGES ACADEMY,90.2,1,3.9,WEST ISLIP,580509996137,
SOUTHWEST ELEM SCHOOL,96.5,0.2,0.1,BAY SHORE,580512030001,1226
EAST ELEM SCHOOL,98.1,0,0,BRENTWOOD,580512030002,712
HEMLOCK ELEM SCHOOL,97.2,0.2,0,BRENTWOOD,580512030003,712
LAUREL PARK ELEM SCHOOL,98.1,0.3,0,BRENTWOOD,580512030004,592
LORETTA PARK ELEM SCHOOL,99.3,0,0,BRENTWOOD,580512030005,742
NORTH ELEM SCHOOL,98.1,0,0,BRENTWOOD,580512030006,817
NORTHEAST ELEM SCHOOL,98.8,0.1,0.1,BRENTWOOD,580512030007,1033
OAK PARK ELEM SCHOOL,99.5,0,0,BRENTWOOD,580512030009,793
PINE PARK ELEM SCHOOL,96,0,0,BRENTWOOD,580512030010,635
SOUTHEAST ELEM SCHOOL,98.8,0,0.2,BRENTWOOD,580512030012,673
TWIN PINES ELEM SCHOOL,98.8,0,0,BRENTWOOD,580512030013,906
WEST J H S,79.5,0,0.1,BRENTWOOD,580512030015,847
NORTH J H S,76.1,0.2,0.1,BRENTWOOD,580512030016,1056
BRENTWOOD HS,89.7,0.1,0.1,BRENTWOOD,580512030018,4027
EAST J H S,85.9,0,0,BRENTWOOD,580512030020,1007
SOUTH J H S,83.1,0,0,BRENTWOOD,580512030021,916
FRESHMAN CTR,98.5,0,0,BRENTWOOD,580512030026,1222
MDQ ACADEMY,86.8,0,1,BAYSHORE,580512995496,
CORDELLO AVENUE ELEMENTARY SCHOOL,99.7,0,0,CENTRAL ISLIP,580513030001,656
FRANCIS J ONEILL SCHOOL,98.9,0,0.4,CENTRAL ISLIP,580513030002,748
MARGUERITE L MULVEY SCHOOL,99.4,0,0,CENTRAL ISLIP,580513030003,637
CHARLES A MULLIGAN INTERMEDIATE SCHOOL,95.4,0,0,CENTRAL ISLIP,580513030005,693
CENTRAL ISLIP HIGH SCHOOL,97.8,0,0,CENTRAL ISLIP,580513030006,1836
ANDREW T MORROW SCHOOL,100,0,0,CENTRAL ISLIP,580513030007,683
RALPH REED SCHOOL,98.6,0,0,CENTRAL ISLIP,580513030008,735
CENTRAL ISLIP EARLY CHIDHD CTR,97.9,0,0.5,CENTRAL ISLIP,580513030009,765
OUR LADY OF PROVIDENCE,98.9,0,0,CENTRAL ISLIP,580513179351,
CA MONTESSORI CHILDRENS CENTER,100,0,0,ISLANDIA,580513999862,
WOODHULL SCHOOL,94.4,2.8,0,OCEAN BEACH,580514020001,37
BRIARCLIFF ROAD SCHOOL,97,0.4,1.7,SHOREHAM,580601040001,231
MILLER AVENUE SCHOOL,98.6,0.6,0.8,SHOREHAM,580601040002,369
WADING RIVER SCHOOL,99,0.5,0.2,WADING RIVER,580601040003,418
SHOREHAMWADING RIVER MID SCH,99.4,0.3,0.3,SHOREHAM,580601040004,615
SHOREHAMWADING RIVER H S,99.6,0.1,0.2,SHOREHAM,580601040005,836
ROANOKE AVENUE SCHOOL,98.7,0,1,RIVERHEAD,580602040002,396
AQUEBOGUE ELEM SCHOOL,98.7,0.2,0.7,AQUEBOGUE,580602040003,461
PHILLIPS AVENUE SCHOOL,98.3,0,0,RIVERHEAD,580602040004,586
RIVERHEAD J H S,99.2,0,0.1,RIVERHEAD,580602040006,709
RILEY AVENUE SCHOOL,97,0.5,1,CALVERTON,580602040007,578
RIVERHEAD S H S,96,0.2,0.3,RIVERHEAD,580602040008,1570
PULASKI STREET ELEM SCHOOL,98.4,0.1,0.4,RIVERHEAD,580602040009,745
ST ISIDORE SCHOOL,96.5,0,0.6,RIVERHEAD,580602175582,
BISHOP MCGANN MERCY HIGH SCHOOL,96.9,0.4,0.8,RIVERHEAD,580602175614,
RIVERHEAD CHARTER SCHOOL,96,0,1,CALVERTON,580602860032,295
PECONIC COMMUNITY SCHOOL,60,0,40,RIVERHEAD,580602996112,
LITTLE FLOWER SCHOOL,91.4,0,0,WADING RIVER,580603020001,104
SHELTER ISLAND SCHOOL,95.6,0.4,3.6,SHELTER ISLAND,580701020001,224
